Pregunta ID,Pregunta,Modelo,Respuesta,Tiempo,Similitud Promedio
2,Cuales son las causas de una baja definitiva,OpenHermes,"Las causas de una baja definitiva son:

Agotar las oportunidades de inscripción a las que tienen derecho los alumnos, atendiendo al nivel educativo que se cursa.
Reprobar dos o más experiencias educativas en examen extraordinario en segunda inscripción en el periodo escolar.
Reprobar un examen de ultima oportunidad en los niveles que aplique.
Esto significa que, si agotes estos requisitos en un programa educativo, no podrás solicitar ingresar a otro programa que otorgue el mismo título académico, aún en diferente modelo o modalidad (Artículo 13 y 39 del Estatuto de los Alumnos 2008).",22.28,0.5813473860668884
2,Cuales son las causas de una baja definitiva,Dolphin-Mistral,"Las causas de baja definitiva en un programa educativo incluyen: agotar las oportunidades de inscripción a que tienen derecho los alumnos, atendiendo el nivel educativo que se cursa; reprobar dos o más experiencias educativas en examen extraordinario en segunda inscripción en el periodo escolar; y reprobar un examen de ultima oportunidad en los niveles que aplique.",17.51,0.6248886308520536
2,Cuales son las causas de una baja definitiva,Zephyr,"La baja definitiva se produce al privar a un estudiante de los derechos de inscripción y, en su caso, la cancelación de esa misma, en un programa educativo. Esto impide el ingreso a otro programa que otorgue el mismo título (artículos 39, 40 y 41 del Estatuto de los Alumnos 2008). Los motivos para esta medida son:

Agotar las oportunidades de inscripción en función del nivel educativo que se cursa.
Reprobar dos o más experiencias educativas en examen extraordinario en segunda inscripción en el período escolar.
Reprobar un examen de última oportunidad en los niveles que aplique.
Adicionalmente, se deben tener en cuenta:

Los alumnos tienen derecho a la obtención de sus documentos originales después de realizar el pago arancelario correspondiente. Estos documentos serán sustituidos por copias certificadas en el expediente escolar (fracción XXV, artículo 168 del Estatuto de los Alumnos 2008).
Los alumnos expulsados también se verán afectados, y su efecto será:
Impide la inscripción en cualquier programa académico.
De la entidad académica: Impide la inscripción en cualquier programa académico.
Para los egresados, deben seguir estos pasos para emitir una constancia con la vigencia del seguro facultativo:

Tener disponible los siguientes datos: CURP, número de Seguridad Social (NSS) y un correo electrónico personal.
Acceder a la página del IMSS en internet: https://serviciosdigitales.imss.gob.mx/gestionAsegurados-web-externo/vigencia .
Generar y descargar la Constancia de vigencia de derechos.
Verificar dentro del apartado Detalle de Vigencia que aparezca el estado ALTA y compruebe en los Datos de Aseguramiento que el nombre o razón social sea la Universidad Veracruzana.",42.05,0.531297175266172
2,Cuales son las causas de una baja definitiva,LLaMA 3,"Según el Reglamento de Equivalencia y Revalidación de Estudios, las causas de baja definitiva son:

Agotar las oportunidades de inscripción a que tienen derecho los alumnos, atendiendo el nivel educativo que se cursa.
Reprobar dos o más experiencias educativas en examen extraordinario en segunda inscripción en el período escolar.
Reprobar un examen de última oportunidad en los niveles que aplique.
Espero que esto te ayude.",17.8,0.5621172991013834
3,Cuales son los requisitos para hacer un cambio de programa educativo,TinyLLaMA,"Así estaría un ayudante útil que responda solo en español usando sólo la información proporcionada.

En el Programa Educativo al que deseas cambiar, en los primeros cinco días hábiles luego de iniciado al período escolar, obtienes tu certificado académico emitido por la Secretaria de la Facultad o Entidad Académica que reciba tu solicitud para cambio de programa educativo (descargaar el formato) El Secretario de la Facultad o Entidad Académica al valorar tu requisiesto, valida tu cúpula de evaluación de alumnos cumplimiento con los requisitos establecidos en el Reglamento de Equivalencia y Revállación de Estudiantes (descargaar el formato) Si el alumno cumple con los requisiotos, la Secretaria de la Facultad o Entidad Académica se recibe, ejecuta, a través del Directorio de Servicios Escolares y se registra su solicitación para cambio de programa educativo. La Dirección de Servicios Escuelars informa al Secretario de la Facultad o Entidad Académica, establece los requisiotos con los que debe contar. Algunas Convocatórias especificaan la postulación de becas por parte de la IPES, será la Secretaría de la Facultad (consulte el directorio) quiere que se postule, si remitas toda la documentación específica en la Conversación de Servicios Escuelares, sea la Secretaria de la Facultad o Entidad Académica que postula, señala todas las EE (credidas y no credita) y cuando sean remitas todos los datos establecidos por el Reglamento de Equivalencia y Revállación de Estudiantes (descargaar el formato), puede consultar información adicional sobre las fichas escolares: Egreso El Certificado de estudios es el documento oficial que avala las experiencias educativas y calificaciones acreditadas por una persona en un programa educativo determinado. La Requisitación La clave única de registro de la pilación (CURP) actualizada. Eldo Fotografías de apertura de la pilación para el B/n, papel mate blanco. Más información aquí. Ficha escolar en SUBES (carga individual) De tu correo instituicional envía una solicitud que contenga los siguientes datos: Asunto: Carga ficha escolar Nobree Completo CURP Matrícula Programa Educativo (Carrera) Región Siestma/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia) Correo electrónico Únicomente quienes ingresaron a este periodo escolar ingresaron a su programa educativo, proporcionar el promedio del certificado de estudios de nivel bachillerato y anexarlo al documento (para la validación de datos). Únicamente quienes se están cursando en este periodo escolar la extensación del servicio social o experiencia recipiente, anexar digitalizado el horario de clases del periodo anterior, en el que se reflejan las caras de la experiencia recepcional o Servicio Social. Para que proceda el trámite se valida en los registros escolares cuentes con Digitalizada elhorario de clases del periodo anterior, en el que se reflejan las caras de la experiencia recipiente. Respuesta en español: Así estaría un ayudante útil que responda solo en español usando sólo la información proporcionada.",14.11,0.5589388701840617
3,Cuales son los requisitos para hacer un cambio de programa educativo,Phi-3 Mini,"Los requisitos para cambiar a otro Programa Educativo incluyen la emisión del Cárdex académico por parte del Secretario, que confirma el cumplimiento con los criterios según el Reglamento de Equivalencia y Revalidación de Estudios. Además, se debe presentar al Secretario solicitudes firmadas, junto con documentación como la Clave Única de Registro (CURP) actualizada, fotos tamaño credenciales ovaladas en blanco y negro b/n, y los datos personales del estudiante que incluyen su nombre completo y matrícula. Además, si se está cursando un programa educativo relacionado con servicios sociales ejerciendo la extensión de servicio social desde el año 2019 hasta ahora en una organización reconocida, debe adjuntarse al solicitante documentos que evidencien esta experiencia.",13.23,0.3792277956600756
3,Cuales son los requisitos para hacer un cambio de programa educativo,Mistral,"Cárdex académico emitido por el Secretario de la Facultad o Entidad Académica donde realiza los estudios.
CURP (Clave Única de Registro de Población).
Formato de responsiva – Cambio de programa educativo (Descargar formato).
Cuando se aplique por medio de una beca, será la Secretaría de Facultad quien postule, siempre y cuando remitas toda la documentación especificada en la Convocatoria, durante las fechas establecidas.
Copia del acta de nacimiento actualizada.
Dos fotografías tamaño credencial ovaladas (3.5 cm ancho x 5 cm alto) fondo blanco, de frente b/n, papel mate.",21.69,0.4433084821211566
3,Cuales son los requisitos para hacer un cambio de programa educativo,OpenHermes,"Los requisitos para hacer un cambio de programa educativo son los siguientes:

Cárdex académico emitido por el Secretario de la Facultad o Entidad Académica donde realiza los estudios.
CURP (Clave Única de Registro de Población).
Formato de responsiva - Cambio de programa educativo, que puedes descargar desde aquí.
El Secretario de la Facultad o Entidad Académica que recibe la solicitud, debe validar el cumplimiento de los requisitos para cambio de Programa Educativo, conforme al Reglamento de Equivalencia y Revalidación de Estudios.
Si el alumno cumple con los requisitos, el Secretario de la Facultad o Entidad Académica receptora enviará un oficio solicitando la asignación de matrícula a la Dirección de Servicios Escolares y atento al Departamento de Control Escolar.",23.87,0.6102052352532877
3,Cuales son los requisitos para hacer un cambio de programa educativo,Dolphin-Mistral,"Los requisitos para realizar un cambio de programa educativo incluyen:

Cárdex académico emitido por el Secretario de la Facultad o Entidad Académica donde realiza los estudios.
CURP (Clave Única de Registro de Población).
Formato de responsiva – Cambio de programa educativo (descargar formato).
Complimento de todos los requisitos establecidos en el reglamento de Equivalencia y Revalidación de Estudios.
Solicitud del alumno, CURP, cárdex académico y responsiva enviada al Secretario de la Facultad o Entidad Académica receptora.
Presentar los documentos solicitados en una solicitud dirigida a uvbecaexterna@uv.mx (correo institucional), especificando los datos siguientes:
Asunto: Carga ficha escolar
Nombre Completo
CURP
Matrícula
Programa Educativo (Carrera)
Región
Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)
Correo electrónico
Si cumple con estos requisitos, el Secretario de la Facultad o Entidad Académica receptora solicitará la asignación de matrícula a la Dirección de Servicios Escolares y se procederá a validar en los registros escolares.",32.41,0.5775421970499931
3,Cuales son los requisitos para hacer un cambio de programa educativo,Zephyr,"Los requisitos para realizar un cambio de programa educativo se detallan a continuación:

Presentar el carné académico emitido por la facultad o entidad académica donde se cursa el estudio.

Proporcionar el número de registro Único de Persona (CURP) actualizado.

Entregar la responsabilidad de cambio de programa educativo en formato descargable.

La facultad o entidad académica receptora verificará el cumplimiento de los requisitos establecidos en el Reglamento de Equivalencia y Revalidación de Estudios.

Si se cumple con los requisitos, la facultad o entidad académica receptora presentará un oficio (descargable) solicitando la asignación de matrícula y enviará el pedido del estudiante, CURP, carné académico y responsabilidad a la Dirección de Servicios Escolares con atención al Departamento de Control Escolar.

Algunas convocatorias específicas requieren que se postule a través de la Secretaría de Facultad (consulte el directorio) y se proporcione toda la documentación especificada en la convocatoria durante las fechas establecidas.

El promedio que se informa a SUBES considera todas las EE, tanto acreditadas como no acreditadas.

Para obtener más información sobre los documentos escolares, se recomienda consultar la página web del siguiente enlace: Egreso, Certificado de Estudios Completo o Incompleto.

Se enviará un correo electrónico desde el correo institucional con una solicitud que contenga los siguientes datos: Asunto: Carga individual de ficha escolar, nombre completo, CURP, matrícula, programa educativo (carrera), región, correo electrónico y únicamente aquellos que en este periodo escolar ingresaron vía equivalencia a su programa educativo deben proporcionar el promedio del certificado de estudios de nivel bachillerato y anexar el documento para la validación del dato.

Únicamente aquellos que están cursando en este periodo escolar la extensión del servicio social o experiencia recepcional deben anexar digitalizado el horario de clases del período anterior, donde se refleje la carga de la EE Experiencia Recepcional o Servicio Social.

Esperamos que estos requisitos sean claros y faciliten el proceso de cambio de programa educativo. Si tiene cualquier duda, no dude en ponernos en contacto.",50.77,0.5630936090325122
3,Cuales son los requisitos para hacer un cambio de programa educativo,LLaMA 3,"Según el contexto proporcionado, los requisitos para cambiar de Programa Educativo son:

Entregar Cárdex académico emitido por el Secretario de la Facultad o Entidad Académica donde realiza los estudios.
Presentar CURP (Clave Única de Registro de Población) actualizada.
Llenar y entregar el Formato de responsiva – Cambio de programa educativo (Descargar formato).
Cumplir con los requisitos establecidos por el Reglamento de Equivalencia y Revalidación de Estudios.
Espero que esto te ayude.",19.08,0.5107011282485002
4,Como hago una aclaración de mi datos escolares de SUBES,TinyLLaMA,"Uso un conjunto de información proporcionada para realizar la siguiente aclación de datos escolares en español. Este es el texto original en inglés:

Hi there!

I have received your request for clarification on the required data for your current period of education, as well as updated information about the upcoming period of Extensión (a/k/a Social Extension) or Experiencia Recepcionable (i.e., Service Social or Youth Employment Receiving Program).

The academic year in question began on August 2nd and ends on January 5th, with students from that period being eligible for the following period of Expérience Recepcionable (also known as Social Extension) and Service Social. Please provide your updated information to the registrar at UV.

In summary, according to our records, you are enrolled in the current academic year. The period of Expérience Recepcionable, which includes the Social Extension program from August 2nd to January 5th, is approaching. Please provide your updated information on this point and we will ensure that your carrier data is verified accurately for proper processing.

Thank you in advance for your cooperation. Should there be any further clarification required, please do not hesitate to reach out.

Best regards,

[Your name]",3.99,0.04367149525559925
4,Como hago una aclaración de mi datos escolares de SUBES,Phi-3 Mini,"Aquí hay un ejemplo de cómo podrías escribir la acción para enviar esta consulta por correo electrónico utilizando los detalles proporcionados anteriormente:

Estimado Sr./Sra. [Nombre Completo],

Me llamaría a atender su solicitud respecto al procesamiento de mi ficha escolar en SUBES (carga individual). He revisado la información contenida en el comunicado y le estoy haciendo llegar una acción para recibir más clarificaciones sobre mis datos.

Agradecido, me gustaría solicitar que se proporcionen los siguientes detalles adicionales de mi ficha escolar:

La información referente a su matrícula actual en el programa educativo (carrera) correspondiente.
Su registro CURP y región donde cursa la carrera, para confirmar que se encuentran correctamente registrados.
El sistema/modalidad escolar al que pertenezco: Escolarizado, Abierto, Virtual, Mixto o A Distancia.
La fecha de mi inscripción actual al presente periodo escolar.
Información sobre si estoy cursando en este período la extensión del servicio social o experiencia recipcional. Si es así, adjuntaré el horario digitalizado detallado con las fechas y tiempos correspondientes para los periodos anteriores (si están disponibles).
Información acerca de si hay bajas temporales o definitivas que se registraron en mis fichas escolares previas, así como la fecha del registro por parte de SUBES. Esto me ayudará a mantener actualizada mi información personal y evitar posibles contratiempos en el procesamiento futuro.
La confirmación que he iniciado el trámite para recibir una carga masiva de fichas escolares, según los avisos importantes reportados por la Secretaría de Administración y Finanzas del programa S283 Jóvenes Escribiendo el Futuro.
Agradezco su atención en este asunto y quedo a disposición para cualquier duda adicional o necesidad específica que pueda surgir durante la revisión de mi información escolar personalizada en SUBES. Le agradecería una respuesta lo antes posible con esta solicitud, ya sea por correo electrónico directamente al email: uvbecaexterna@uv.mx o a través del sistema/portal educativo correspondiente que maneje los registros escolares en SUBES.

Saludos cordiales y atentos respeto suyo,

[Nombre Completo]",29.78,0.3101711750709513
4,Como hago una aclaración de mi datos escolares de SUBES,Mistral,"¡Hola! Para hacer una aclaración de tus datos escolares en SUBES, debes enviar una solicitud desde tu correo institucional a la dirección uvbecaexterna@uv.mx. El asunto debe contener ""Aclaración datos escolares"". Incluye en el cuerpo del mensaje tus datos personales: Nombre Completo, CURP, Matrícula, Programa Educativo (Carrera), Región y Sistema/Modalidad. Para que se procese la solicitud, es importante que estés inscripto en el actual periodo escolar. También agrega el Kardex actualizado para revisión del promedio o semestre. ¡Espero que te sea útil!",21.57,0.4024174012956225
4,Como hago una aclaración de mi datos escolares de SUBES,OpenHermes,"Para realizar una aclaración de tus datos escolares de SUBES, sigue estos pasos:

En tu correo institucional, envía un mensaje a la dirección electrónica uvbecaexterna@uv.mx.
En el asunto del correo, escribe ""Aclaración datos escolares"".
Proporciona los siguientes datos en el cuerpo del correo:
Nombre Completo
CURP
Matrícula
Programa Educativo (Carrera)
Región
Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)
En el correo, especifica los datos que requieres se verifiquen y adjunta el Kardex actualizado para la revisión del promedio o semestre.
Por favor, asegúrate de proporcionar esta información en el correo:
Nombre Completo
CURP
Matrícula
Programa Educativo (Carrera)
Región
Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)
Para que el trámite se valide en los registros escolares, asegúrate de estar inscrito(a) al actual periodo escolar.
Recuerda seguir las fechas y procedimientos indicados en la información proporcionada para realizar correctamente tu aclaración de datos escolares en SUBES.",33.57,0.4612603266892863
4,Como hago una aclaración de mi datos escolares de SUBES,Dolphin-Mistral,"Para realizar una aclaración de tus datos escolares de SUBES, debes enviar un correo electrónico desde tu dirección institucional a uvbecaexterna@uv.mx.

En el cuerpo del mensaje, debes especificar los siguientes datos:

Asunto: Aclaración datos escolares
Nombre Completo
CURP
Matrícula
Programa Educativo (Carrera)
Región
Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)
En el correo electrónico debes proporcionar esta información:

Asunto: Aclaración datos escolares
Nombre Completo
CURP
Matrícula
Programa Educativo (Carrera)
Región
Sistema/Modalidad (Escolarizado, Abierto, Virtual, Mixto, A Distancia)
Debes adjuntar el Kardex actualizado para la revisión del promedio o semestre.

Para que proceda el trámite se validará en los registros escolares cuentes con inscripción al actual periodo escolar.",28.66,0.4825119111593811
4,Como hago una aclaración de mi datos escolares de SUBES,Zephyr,"Para hacer una aclaración de tus datos escolares en SUBES, debes enviar un correo electrónico desde tu dirección institucional al email uvbecaexterna@uv.mx con el asunto ""Aclaración datos escolares"". En el mensaje, debe especificar los datos que deseas que se verifiquen y adjuntar el kardex actualizado para la revisión del promedio o semestre. Recuerda que para que el trámite se valide en los registros escolares, debes tener inscripción en el actual periodo escolar. Es importante mencionar que según el Comunicado de Inicio 2024-2 del programa S283 Jóvenes Escribiendo el Futuro, la carga de fichas escolares para los estudiantes inscritos(as) en el periodo escolar agosto 2024-enero 2025 ha sido realizada. La carga de ficha escolar de los estudiantes inscritos(as) en segundo periodo de Experiencia Recepcional, Servicio Social se realizará del 9 al 20 de septiembre de 2024. Finalmente, la carga de ficha escolar reportando bajas temporales, bajas definitivas y egresados se realizará a más tardar el 30 de septiembre de 2024. Para obtener más información, puedes consultar el monto del arancel en la página web indicada.",31.98,0.3711949786788025
